movieId,imdbId,tmdbId
433,109443,18658
434,106582,9350
435,106598,9612
436,109456,2124
437,109480,26261
438,109493,19176
439,106660,49299
440,106673,11566
441,106677,9571
442,106697,9739
443,109729,24257
444,106834,34444
445,106873,26141
446,106332,10997
447,109783,50463
448,106881,10443
449,106880,20239
450,111732,16297
451,106926,18551
452,111712,25440
453,106941,9024
454,106918,37233
455,106965,1634
456,109842,13815
457,106977,5503
458,107004,35588
459,109890,2087
460,109891,41579
461,109913,18620
462,109920,41006
463,107057,4916
464,107076,2019
465,107096,31642
466,107144,9255
467,113674,26271
468,112966,10612
469,107151,2259
470,110064,16097
471,110074,11934
472,110097,106143
473,110123,12475
474,107206,9386
475,107207,7984
476,110137,59930
477,108551,15765
478,110197,31643
479,107286,6
480,107290,329
481,107302,10909
482,110265,507
483,107322,34024
484,110305,29918
485,107362,9593
486,107413,42580
487,110353,22317
488,107468,1413
489,107478,12121
490,107497,2246
491,107501,10502
492,107507,10440
493,107554,9516
494,116253,2320
495,74102,5879
496,111689,83718
497,107616,11971
498,107611,2625
499,107613,31911
500,107614,788
501,107653,21450
502,110657,11231
503,110649,41588
504,110678,10447
505,110687,31586
506,107756,9300
507,107808,9559
508,107818,9800
509,107822,713
510,107840,8291
511,107889,18133
512,111003,25557
513,110939,22588
514,110955,10872
515,107943,1245
516,110971,11858
517,107969,7007
518,111001,10467
519,107978,5550
520,107977,8005
521,107983,2088
522,105275,10412
523,108000,47889
524,108002,14534
525,108026,56583
526,105032,41878
527,108052,424
528,111094,35233
529,108065,14291
530,111102,103413
531,108071,11236
532,111127,11592
533,111143,8850
534,108101,10445
535,108122,695
536,111194,43535
537,111201,12519
538,108149,23210
539,108160,858
540,108162,867
541,83658,78
542,108186,13203
543,108174,10442
544,108238,11074
545,89256,33367
546,108255,9607
547,111323,17585
548,111400,9057
549,108328,20967
550,111418,10635
551,107688,9479
552,108333,10057
553,108358,11969
554,111488,41590
555,108399,319
556,108515,26408
558,110763,15139
559,107779,161158
560,109226,218473
561,110259,85247
562,114906,11446
563,107002,51980
564,109403,24405
565,104029,11655
566,110623,11800
567,107315,8223
568,106408,14587
569,110363,31504
570,107349,41653
571,111709,53185
572,109828,95743
573,107225,23637
574,111252,17600
575,110366,10897
576,106878,349394
577,109120,21352
579,108059,68806
580,110892,37345
581,112651,32562
582,107642,47507
583,109382,25403
584,106678,124304
585,112572,9066
586,99785,771
587,99653,251
588,103639,812
589,103064,280
590,99348,581
591,114706,80350
592,96895,268
593,102926,274
594,29583,408
595,101414,10020
596,32910,10895
597,100405,114
598,110719,41043
599,65214,576
600,110395,15477
601,111752,59146
602,109934,124472
603,112606,30528
604,115978,
605,117247,7300
606,112625,10824
607,106537,261246
608,116282,275
609,116552,25059
610,82509,11827
611,116514,8766
612,117283,23570
613,116684,47333
614,110374,54850
615,70506,51242
616,65421,10112
617,113083,4307
618,118001,46029
619,116165,32308
620,102855,88893
621,107471,52873
623,113839,123505
624,112712,340210
625,90665,44281
626,117891,28121
627,113613,12520
628,117381,1592
629,114305,166901
630,115837,36447
631,115509,19042
632,114671,38884
633,112844,47449
634,114658,36259
635,116275,41852
636,113122,40926
637,117608,9099
638,113448,2021
639,116414,61752
640,116095,10988
641,111543,11479
642,117517,398959
643,117312,287305
644,116485,339428
645,113947,12652
647,115956,10684
648,117060,954
649,109028,68445
650,117071,18989
651,117788,10801
652,112257,54285
653,116136,8840
654,118026,278978
655,117117,124625
656,116168,11107
657,111787,16417
658,112509,70934
659,54189,10363
660,115591,161070
661,116683,10539
662,116287,10543
663,116768,18414
664,116269,47502
665,114787,11902
666,113720,27098
667,112536,25087
668,48473,5801
670,52572,896
671,117128,3065
672,114616,318177
673,117705,2300
674,62711,8069
675,110061,288173
676,140614,187851
678,108181,27768
679,114307,221917
680,58898,8072
681,82206,35797
682,111430,88030
683,107727,185191
684,81759,83857
685,113443,33245
687,109491,124460
688,114048,27281
690,111613,105045
691,117104,40001
692,117688,29621
693,109751,117730
694,117774,20762
695,114736,37144
696,112604,48260
697,116289,12656
698,109593,38867
699,103095,277270
700,112368,25969
701,104046,44103
702,62952,753
703,115742,43634
704,117420,9103
705,115951,90214
706,117784,29649
707,117107,10990
708,117979,8866
709,95776,12233
710,115851,23449
711,116322,36355
712,109374,37667
713,110712,90148
714,112817,922
715,113362,11876
716,73778,52633
717,112546,62364
718,108500,11687
719,117108,9304
720,118114,
721,114103,
722,113270,73183
723,92123,131232
724,115963,9100
725,116448,20759
726,116827,46063
727,114894,365371
728,112701,32513
729,113429,40651
730,125877,
731,116508,36915
732,117260,40507
733,117500,9802
734,116405,25697
735,109592,21588
736,117998,664
737,115624,11867
738,113145,47119
739,116559,314352
741,113568,9323
742,117894,10280
743,117723,10535
744,112586,124613
745,112691,532
746,40366,26744
747,117768,16299
748,115571,10547
749,31612,245268
750,57012,935
751,103926,55613
752,105737,215107
753,113849,41007
754,113188,35645
755,42644,110465
756,109381,255546
757,109688,40751
758,104606,275096
759,110480,85778
760,108211,11101
761,117331,9826
762,117765,9879
763,116833,63564
764,113280,22621
765,116669,7095
766,116594,26890
767,113211,46732
768,114494,124633
769,116992,
770,38426,
771,94265,202425
772,105201,196940
773,70820,77771
774,84898,181083
775,63715,41225
776,109191,188589
777,114122,87190
778,117951,627
779,118523,32872
780,116629,602
781,117737,14553
782,116277,9566
783,116583,10545
784,115798,9894
785,116778,11543
786,116213,9268
787,113147,52059
788,117218,9327
789,100990,123763
790,111546,81949
791,113610,
792,93199,42005
793,106810,124306
794,111180,183955
795,111237,44535
796,72362,44495
797,103207,78285
798,116040,11228
799,116365,10779
800,116905,26748
801,116493,38223
802,117333,9294
803,118113,49963
804,117628,11363
805,117913,1645
806,115530,31546
807,114266,77056
808,115493,36344
809,116320,18550
810,116756,11511
812,109356,172198
813,116823,34170
814,112568,281085
815,114170,109478
816,117999,124645
818,118073,12606
819,108220,69895
820,49521,35206
821,112746,
822,104403,151489
823,61495,4837
824,110246,12632
825,116164,9098
826,112865,282919
827,112716,124614
828,115472,18975
829,116707,11962
830,116313,2925
831,114550,28628
832,117438,3595
833,116531,9308
834,117332,92381
835,116353,18555
836,115857,12123
837,117008,10830
838,116191,3573
839,115986,10546
840,116571,18862
841,53459,31417
842,117826,9431
843,113695,124619
844,108227,297645
845,111424,48144
846,113080,46986
847,115680,144982
848,117718,47907
849,116225,10061
850,112767,36266
851,115632,549
852,117918,10478
853,104109,66634
854,51980,116690
855,100840,213917
856,107575,145925
857,42054,100914
858,68646,238
859,116536,
860,109255,159
861,104558,11134
862,116985,88224
864,114936,132641
865,114474,42758
866,115736,9303
867,115836,23945
868,101692,37820
869,116745,22479
870,119214,9054
871,116934,241058
872,109066,11985
873,75169,10232
874,113542,59569
875,110693,410921
876,106544,38955
877,116418,110513
878,112607,114089
879,120004,11015
880,116654,9306
881,116311,12559
882,117965,58770
884,114592,124851
885,115725,3587
886,115783,10723
887,120271,56077
888,113596,19004
889,109001,101230
890,94822,253632
891,113253,10987
892,117991,44705
893,117093,20318
894,24252,43596
895,105729,79782
896,111019,26933
897,35896,27854
898,32904,981
899,45152,872
900,43278,2769
901,50419,13320
902,54698,164
903,52357,426
904,47396,567
905,25316,3078
906,36855,13528
907,25164,28288
908,53125,213
909,53604,284
910,53291,239
911,56923,4808
912,34583,289
913,33870,963
914,58385,11113
915,47437,6620
916,46250,804
917,31580,26531
918,37059,909
919,32138,630
920,31381,770
921,84370,31044
922,43014,599
923,33467,15
924,62622,62
925,39428,121357
926,42192,705
927,32143,22490
928,32976,223
929,32484,25670
930,38787,303
931,38109,4174
932,50105,8356
933,48728,381
934,42451,20758
935,45537,29376
936,31725,1859
937,50658,18299
938,51658,17281
939,52126,64382
940,29843,10907
941,32762,32093
942,37008,1939
943,39420,22292
944,29162,3598
945,27125,3080
946,35446,198
947,28010,13562
948,49261,1712
949,48028,220
950,25878,3529
951,32599,3085
952,48960,2897
953,38650,1585
954,31679,3083
955,29947,900
956,34012,43795
957,17350,85638
958,36094,50001
959,25586,43905
960,38300,22688
961,27893,23114
962,32022,26378
963,41509,40206
964,39152,22356
965,26029,260
966,38235,43488
967,36241,22613
968,63350,10331
969,43265,488
970,46414,22733
971,51459,261
972,47162,57575
973,33891,32574
974,29855,22657
975,29588,76464
976,22879,22649
977,27980,176841
979,114007,125587
980,93229,39448
981,118927,52855
982,48491,39940
983,113730,172868
984,117357,85328
985,117669,124632
986,116329,11076
987,118742,63945
988,116442,58985
989,114354,890
990,117011,10861
991,117039,1770
992,117473,44465
993,116635,2033
994,115678,18203
996,116830,9333
997,115847,47260
998,117603,9400
999,115438,9401
1000,115994,12241
1001,83587,25739
1002,116167,161806
1003,116259,11306
1004,116421,9625
1005,116000,10680
1006,115862,6346
1007,72653,18660
1008,47977,35115
1009,72951,14821
1010,64603,14136
1011,71607,10869
1012,50798,22660
1013,55277,19186
1014,54195,31102
1015,107131,6878
1016,53271,15944
1017,54357,18444
1018,59793,20723
1019,46672,173
1020,106611,864
1021,109127,24795
1022,42332,11224
1023,63819,81310
1024,38166,15947
1025,57546,9078
1026,41890,29682
1027,102798,8367
1028,58331,433
1029,33563,11360
1030,76538,11114
1031,66817,12335
1032,43274,12092
1033,82406,10948
1034,116361,11229
1035,59742,15121
1036,95016,562
1037,104692,10163
1038,118044,48862
1039,114597,117036
1040,117582,47199
1041,117589,11159
1042,117887,9591
1043,117924,30500
1044,117791,41843
1045,116928,55058
1046,115640,10938
1047,116908,11412
1049,116409,10586
1050,116913,42314
1051,117958,27845
1052,117400,108365
1053,117202,23223
1054,116404,49471
1055,120107,38153
1056,116722,25147
1057,116242,9716
1058,115600,43777
1059,117509,454
1060,117802,10218
1061,117665,819
1062,117781,38191
1063,116714,56830
1064,115491,11238
1065,43140,27256
1066,29546,31530
1067,28757,66473
1068,39286,28120
1069,37101,1834
1070,44863,26282
1071,109823,37218
1073,67992,252
1075,111622,116356
1076,55018,16372
1077,70707,11561
1078,66808,11302
1079,95159,623
1080,79470,583
1081,84865,12614
1082,68334,21711
1083,59243,11575
1084,61418,475
1085,52027,11331
1086,46912,521
1087,113731,21202
1088,92890,88
1089,105236,500
1090,91763,792
1091,98627,8491
1092,103772,402
1093,101761,10537
1094,104036,11386
1095,104348,9504
1096,84707,15764
1097,83866,601
1098,117577,67365
1099,29992,25842
1100,99371,2119
1101,92099,744
1102,115531,136311
1103,48545,221
1104,44081,702
1105,115885,25750
1106,116859,17642
1107,102336,
1109,115870,427043
1110,115684,146341
1111,117040,9305
1112,117284,37616
1113,115580,11112
1114,116378,21612
1115,114472,141210
1116,113057,102461
1117,116581,36998
1118,114622,200383
1119,112907,116844
1120,117318,1630
1121,116422,26626
1122,114147,
1123,117320,124837
1124,82846,11816
1125,72081,11843
1126,101775,10379
1127,96754,2756
1128,80749,790
1129,82340,1103
1130,82533,11298
1131,91288,4480
1132,91480,4481
1133,111357,
1134,107274,49688
1135,81375,10765
1136,71853,762
1137,116587,44497
1138,112777,85588
1139,116245,278621
1140,116212,99479
1141,113328,
1142,116403,
1143,117968,55049
1144,116886,124829
1145,117677,79306
1146,112759,356054
1147,118147,10548
1148,108598,531
1149,110173,104931
1150,84589,4483
1151,109781,18919
1152,40427,31556
1153,40723,26167
1154,39881,26174
1155,92281,
1156,34493,61461
1157,39004,117500
1158,26465,218713
1159,26656,217802
1160,25799,127973
1161,78875,659
1162,69198,30892
1163,110521,86369
1164,60304,8074
1165,115715,124676
1166,113031,
1167,116059,38554
1168,115610,49763
1169,99028,41326
1170,112483,36555
1171,103850,10608
1172,95765,11216
1173,97108,7452
1174,109942,64567
1175,101700,892
1176,101765,1600
1177,101811,26561
1178,50825,975
1179,99703,18129
1180,102014,54405
1181,120121,150823
1183,116209,409
1184,102426,38251
1185,97937,10161
1186,98724,1412
1187,105107,41768
1188,105488,10409
1189,96257,14285
1190,101026,2469
1191,102370,10174
1192,100332,31225
1193,73486,510
1194,78446,11455
1196,80684,1891
1197,93779,2493
1198,82971,85
1199,88846,68
1200,90605,679
1201,60196,429
1202,94336,13446
1203,50083,389
1204,56172,947
1206,66921,185
1207,56592,595
1208,78788,28
1209,64116,335
1210,86190,1892
1211,93191,144
1212,41959,1092
1213,99685,769
1214,78748,348
1215,106308,766
1216,95250,175
1217,89881,11645
1218,97202,10835
1219,54215,539
1220,80455,525
1221,71562,240
1222,93058,600
1223,104361,530
1224,97499,10705
1225,86879,279
1226,45061,3109
1227,87843,311
1228,81398,1578
1230,75686,703
1231,86197,9549
1232,79944,1398
1233,82096,387
1234,70735,9277
1235,67185,343
1236,103130,37291
1237,50976,490
1238,85859,11235
1240,88247,218
1241,103873,763
1242,97441,9665
1243,100519,18971
1244,79522,696
1245,100150,379
1246,97165,207
1247,61722,37247
1248,52311,1480
1249,100263,9322
1250,50212,826
1251,56801,422
1252,71315,829
1253,43456,828
1254,40897,3090
1255,92610,9964
1256,23969,3063
1257,88794,13667
1258,81505,694
1259,92005,235
1260,22100,832
1261,92991,765
1262,57115,5925
1263,77416,11778
1264,82269,4485
1265,107048,137
1266,105695,33
1267,56218,982
1268,100436,8428
1269,36613,212
1270,88763,105
1271,101921,1633
1272,66206,11202
1273,90967,1554
1274,94625,149
1275,91203,8009
1276,61512,903
1277,99334,11673
1278,72431,3034
1279,102536,339
1280,101640,10404
1281,32553,914
1282,32455,756
1283,44706,288
1284,38355,910
1285,97493,2640
1286,81534,16633
1287,52618,665
1288,88258,11031
1289,85809,11314
1290,94006,15143
1291,97576,89
1292,78841,10322
1293,83987,783
1295,96332,10644
1296,91867,11257
1297,89886,14370
1298,84503,12104
1299,87553,625
1300,89606,8816
1301,49223,830
1302,97351,2323
1303,73341,983
1304,64115,642
1305,87884,655
1306,101458,10341
1307,98635,639
1308,113369,266022
1309,114089,168450
1310,116589,30180
1311,117550,31388
1312,116293,41801
1313,116953,66034
1314,115754,348138
1315,114093,96288
1316,115548,
1317,116601,61536
1318,112537,18762
1319,107314,331367
1320,103644,8077
1321,82010,814
1322,103678,41671
1323,85159,27214
1324,115535,52263
1325,106262,33519
1326,83550,16235
1327,78767,11449
1328,99030,41848
1329,71233,25944
1330,90655,24913
1331,75704,49126
1332,92632,32076
1333,56869,571
1334,51418,8851
1335,82083,37843
1336,101492,32146
1337,37549,30346
1339,103874,6114
1340,26138,229
1341,74258,13549
1342,103919,9529
1343,101540,1598
1344,55824,11349
1345,74285,7340
1346,83722,6217
1347,87800,377
1348,13442,653
1349,91651,28198
1350,75005,794
1351,115710,31640
1352,115495,8744
1353,117057,25189
1354,115751,145
1355,119791,2212
1356,117731,199
1357,117631,7863
1358,117666,12498
1359,116705,9279
1360,84116,53234
1361,117293,17204
1363,117372,21539
1364,113557,85589
1365,117477,12709
1366,115988,20539
1367,115433,11674
1368,42354,199512
1369,110171,64900
1370,99423,1573
1371,79945,152
1372,102975,174
1373,98382,172
1374,84726,154
1375,88170,157
1376,92007,168
1377,103776,364
1378,96487,11967
1379,100994,9086
1380,77631,621
1381,84021,9037
1382,100114,10173
1383,115471,55687
1384,117773,168535
1385,105690,8845
1386,52287,46681
1387,73195,578
1388,77766,579
1389,85750,17692
1390,117119,17795
1391,116996,75
1392,115906,13891
1393,116695,9390
1394,93822,378
1395,94155,10896
1396,105435,2322
1397,115633,41240
1398,116621,26949
1399,116999,9819
1400,117691,49799
1401,116410,31908
1404,119783,46027
1405,115641,3179
1406,112769,1802
1407,117571,4232
1408,104691,9361
1409,117038,2928
1410,116240,30285
1411,116477,10549
1412,117690,58102
1413,118163,18451
1414,117091,27265
1415,118100,49935
1416,116250,8818
1417,117364,36758
1419,67959,36040
1420,117028,74239
1421,113212,
1422,119731,9415
1423,116506,55146
1424,116640,303693
1425,119115,12145
1426,120550,42424
1427,120390,34314
1428,112362,2892
1429,116704,9404
1430,120414,85242
1431,118708,9622
1432,119664,8860
1433,110425,197537
1434,123281,
1436,80714,66597
1437,106535,14832
1438,118928,9619
1439,119644,40506
1440,106266,31000
1441,106387,4104
1442,119937,26306
1443,117907,203829
1444,109949,43775
1445,119640,14908
1446,116790,784
1447,119225,12489
1448,116310,168283
1449,118111,16448
1450,116754,55936
1453,118691,17894
1454,120238,28059
1455,116565,58911
1456,119887,17949
1457,119141,1968
1458,120357,61563
1459,118548,66
1460,120317,20735
1461,120434,11419
1462,118042,333165
1463,120318,25796
1464,116922,638
1465,120036,25624
1466,119008,9366
1467,117544,60083
1468,118750,21915
1470,120014,90928
1471,118762,50091
1472,118859,18420
1473,118702,19952
1474,119432,9446
1475,116743,28005
1476,119951,9403
1477,119572,27322
1479,120053,10003
1480,120152,9311
1482,118064,11844
1483,115964,884
1484,116041,49806
1485,119528,1624
1486,117422,88423
1487,120094,16052
1488,118972,4477
1489,118829,24662
1490,118663,18423
1493,116931,76996
1495,120389,6499
1496,118623,50512
1497,119013,9405
1498,119381,12723
1499,118615,9360
1500,119229,9434
1501,116762,118991
1502,116783,21626
1503,118541,13982
1504,113314,93946
1507,119859,77223
1508,120366,31465
1509,118586,12793
1510,118783,102878
1511,117050,105763
1513,120032,9611
1514,116295,47694
1515,120461,10357
1516,115886,9977
1517,118655,816
1518,118771,2163
1519,115760,124680
1520,115927,16399
1522,117482,124843
1523,120383,31017
1524,105660,24645
1525,120479,49478
1526,119109,12499
1527,119116,18
1528,116643,68545
1529,119809,1811
1531,116920,109614
1532,120190,60082
1533,117398,105045
1534,58985,53023
1535,119578,64802
1537,117615,11239
1538,120087,50850
1539,120394,15321
1541,118556,2058
1542,115744,9450
1543,118964,125021
1544,119567,330
1545,117359,38523
1546,117561,16375
1547,120118,33660
1548,118117,59232
1549,114303,45671
1550,120373,17770
1551,118787,15170
1552,118880,1701
1553,116834,201445
1554,114134,26422
1555,112951,124642
1556,120179,1639
1557,117724,49235
1558,117775,106129
1559,113968,291634
1561,118127,107743
1562,118688,415
1563,119019,47686
1564,120034,65889
1565,116502,11103
1566,119282,11970
1567,119502,34941
1568,116949,407992
1569,119738,8874
1570,105569,17991
1571,115856,11956
1572,57345,266
1573,119094,754
1574,119098,37567
1575,116384,43771
1577,117076,124834
1578,113425,249358
1579,116334,111367
1580,119654,607
1581,119848,18080
1582,120512,38225
1583,120133,17834
1584,118884,686
1585,116930,65046
1586,119173,4421
1587,82198,9387
1588,119190,10603
1589,118887,2142
1590,119081,8413
1591,120177,10336
1592,118570,20737
1593,119896,9413
1594,119361,14585
1595,119152,18519
1596,118818,49462
1597,118883,8834
1598,118966,9458
1599,120207,8854
1600,120112,38295
1601,119311,22073
1602,119509,37244
1603,119675,4961
1604,119695,9416
1605,119086,26180
1606,119484,17832
1608,118571,9772
1609,118531,6072
1610,99810,1669
1611,102494,468
1612,119465,32519
1613,120197,108401
1614,119360,10806
1615,119051,9433
1616,119874,6623
1617,119488,2118
1619,120102,978
1620,119468,9437
1621,120169,29461
1622,119457,56651
1623,120524,10351
1624,120323,66588
1625,119174,2649
1626,119123,14289
1627,120399,10155
1628,119557,75250
1629,119632,20457
1630,123953,
1631,118647,18355
1632,120151,33657
1633,120402,55306
1635,119349,68924
1636,120192,36434
1639,118842,2255
1640,119326,28353
1641,119164,9427
1642,116631,172545
1643,119280,17589
1644,119345,3597
1645,118971,1813
1646,120029,36797
1647,119906,12628
1648,119324,33344
1649,119107,25099
1650,120481,45019
1651,120303,63437
1652,120539,62422
1653,119177,782
1654,119095,29911
1655,119891,9827
1656,120257,1959
1657,120529,251481
1658,119535,8067
1659,119338,125052
1660,119080,45153
1661,119210,10871
1662,118900,14398
1663,83131,10890
1664,117221,99002
1665,118689,1281
1666,119327,32332
1667,119592,9770
1668,119832,12616
1669,120275,34838
1670,120490,14905
1671,119527,14583
1672,119978,11975
1673,118749,4995
1674,90329,9281
1675,119365,45928
1676,120201,563
1677,118901,61337
1678,107282,19931
1679,118836,31535
1680,120148,10215
1681,119707,9823
1682,120382,37165
1683,120520,45609
1684,119723,38904
1685,116592,45565
1686,119994,9407
1687,119395,4824
1688,118617,9444
1689,120483,9414
1690,118583,8078
1692,112318,29938
1693,118607,11831
1694,118632,2895
1695,123385,39177
1696,118698,19601
1697,109266,124606
1698,118764,42832
1699,118804,22797
1701,118954,2639
1702,119137,9574
1703,119142,10371
1704,119217,489
1705,116465,167738
1706,116490,293820
1707,119303,9714
1708,119352,102406
1709,130073,
1710,116976,170430
1711,119668,8197
1713,119715,6283
1714,117167,279698
1715,119819,49728
1716,119845,64562
1717,120082,4233
1718,120222,191874
1719,120255,10217
1720,128755,438108
1721,120338,597
1722,120347,714
1723,117994,52537
1724,118230,12799
1725,119052,62394
1726,119925,9922
1727,119314,547
1728,120521,25994
1729,119396,184
1730,119485,9746
1731,119718,9438
1732,118715,115
1733,118566,26941
1734,119590,27103
1735,119223,9410
1738,120881,
1739,118539,32302
1740,119655,216794
1742,119988,88863
1743,129758,154821
1744,120670,41417
1746,120820,12538
1747,120885,586
1748,118929,2666
1749,116845,46338
1750,120478,54007
1752,120696,11258
1753,120693,9490
1754,119099,9411
1755,120122,25719
1756,118643,9033
